"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"JK7VLHT9","journalArticle","2022","Hyarat, Esraa; Hyarat, Tasneem; Al Kuisi, Mustafa","Barriers to the Implementation of Building Information Modeling among Jordanian AEC Companies","Buildings","","2075-5309","10.3390/buildings12020150","https://www.mdpi.com/2075-5309/12/2/150","Building Information Modeling (BIM) offers significant opportunities for construction management as it provides an effective method for design and documentation, supports communication and collaboration, and enhances the most important factors of a project (time, cost, and quality). The aim of this study is to investigate the barriers to BIM implementation at AEC (architecture, management, construction, and quantity survey) companies in Jordan, and to look at the similarities and differences in perceptions on the significance of these barriers between respondents from different AEC companies. To accomplish these objectives, a questionnaire survey was created to gather feedback on the 20 major barriers to BIM implementation identified through a comprehensive literature review. The top significant barriers were identified using the Relative Importance Index (RII) and Mean value; and to assess variances between respondents in the four AEC firms, a one-way analysis of variance (ANOVA) was used. From this, it was concluded that the “cost of training”, “cost of BIM software”, “insufficient BIM technical knowledge and awareness”, “lack of adequate BIM guidelines”, and “huge BIM up frontal investment” are the key barriers affecting the BIM implementation in Jordanian AEC companies. Considering this, this study provides an important step towards better understanding the implementation of BIM in Jordan.","2022-02","2024-10-21 15:33:15","2024-10-21 15:33:15","2024-10-21 15:33:15","150","","2","12","","","","","","","","Multidisciplinary Digital Publishing Institute","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Number: 2","","/home/dorten/Zotero/storage/5AI8MXRQ/Hyarat et al. - 2022 - Barriers to the Implementation of Building Information Modeling among Jordanian AEC Companies.pdf","","","architecture; barriers; building information modeling (BIM); construction; construction industry; Jordan; management; quantity survey (AEC) companies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y4UBDT3Z","journalArticle","2023","Zadeh, Puyan A.; Han, Seungho; Staub-French, Sheryl","Exploring BIM Implementation Challenges in Complex Renovation Projects: A Case Study of UBC’s BRDF Expansion","Applied Sciences","","2076-3417","10.3390/app132312563","https://www.mdpi.com/2076-3417/13/23/12563","Renovation of existing buildings pose unique challenges to the projects, especially when facilities must remain operational during construction. Building Information Modeling (BIM) methods offer a potential solution by enhancing project management and coordination. Nevertheless, comprehensive case study research on BIM implementation challenges and benefits in renovation projects is lacking. This research addresses this gap through an ethnographic investigation of BIM implementation in a complex renovation project. The ethnographic methods involved direct observation of project meetings, active engagement in all project communications, and access to project data resources. Additionally, surveys and expert interviews with key decision-makers were conducted. The findings reveal how BIM implementation streamlined project management and improved communication, decision making, and output quality, despite limited prior BIM expertise among the major stakeholders. Challenges included a lack of BIM skills, absence of standardized practices, and unclear data management. Furthermore, valuable lessons were identified, including that the necessity of BIM requirements and proper procurement methods encompassing the entire project workflow, formalizing information exchange, preventing information fragmentation, facilitating model accessibility, and ensuring clarity in model detail and content are crucial for project success. This research sheds light on the potential of BIM in renovation projects and highlights key considerations for successful implementation.","2023-01","2024-10-21 13:15:10","2024-10-21 13:15:10","2024-10-21 13:15:10","12563","","23","13","","","Exploring BIM Implementation Challenges in Complex Renovation Projects","","","","","Multidisciplinary Digital Publishing Institute","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Number: 23","","/home/dorten/Zotero/storage/5GPZZG3D/Zadeh et al. - 2023 - Exploring BIM Implementation Challenges in Complex Renovation Projects A Case Study of UBC’s BRDF E.pdf","","","BIM; building information modeling; BIM challenges; BIM for existing buildings; BIM for renovation; ethnographic research; project management; renovation projects","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PBTQLW9V","journalArticle","2023","Kineber, Ahmed Farouk; Othman, Idris; Famakin, Ibukun O.; Oke, Ayodeji Emmanuel; Hamed, Mohammed Magdy; Olayemi, Taiwo Matthew","Challenges to the Implementation of Building Information Modeling (BIM) for Sustainable Construction Projects","Applied Sciences","","2076-3417","10.3390/app13063426","https://www.mdpi.com/2076-3417/13/6/3426","Successful concepts are adopted throughout the phases of the building lifecycle to provide maximum comfort and benefits to occupiers without compromising the function of such a project. Although there is limited information on building information modeling (BIM) execution in developing countries, BIM drivers have received significant attention from different researchers, but with a limited investigation into the influence of BIM barriers on such building projects. Our goal with this research is to identify and remove any challenges that may stand in the way of using BIM in developing country construction projects. To this end, a comprehensive literature search uncovered impediments to BIM implementation. To assess the relative importance of the numerous challenges to BIM mentioned in the literature, a survey questionnaire was distributed to a sample of specialists in the construction industry. Exploratory factor analysis (EFA) was used to classify these challenges, and partial least square structural equation modeling (PLS-SEM) was created to bring attention to the most pressing ones in the context of BIM adoption. The results of this research will inform policymakers in underdeveloped nations interested in adopting BIM on the pitfalls they should avoid.","2023-01","2024-10-21 13:03:37","2024-10-21 13:03:37","2024-10-21 13:03:37","3426","","6","13","","","","","","","","Multidisciplinary Digital Publishing Institute","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Number: 6","","/home/dorten/Zotero/storage/JESAYPJX/Kineber et al. - 2023 - Challenges to the Implementation of Building Information Modeling (BIM) for Sustainable Construction.pdf","","","BIM; barriers; exploratory factor analysis; Nigeria; partial least square structural equation modeling; project lifecycle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7TQ4CBK9","journalArticle","2022","Gharaibeh, Lina; Matarneh, Sandra T.; Eriksson, Kristina; Lantz, Björn","An Empirical Analysis of Barriers to Building Information Modelling (BIM) Implementation in Wood Construction Projects: Evidence from the Swedish Context","Buildings","","2075-5309","10.3390/buildings12081067","https://www.mdpi.com/2075-5309/12/8/1067","Building information modelling is gradually being recognised by the architecture, engineering, construction, and operation industry as a valuable opportunity to increase the efficiency of the built environment. Focusing on the wood construction industry, BIM is becoming a necessity; this is due to its high level of prefabrication and complex digital procedures using wood sawing machines and sophisticated cuttings. However, the full implementation of BIM is still far from reality. The main objective of this paper is to explore the barriers affecting BIM implementation in the Swedish construction industry. An extensive literature review was conducted to extract barriers hindering the implementation of BIM in the construction industry. Secondly, barriers to the implementation of BIM in the wood construction industry in Sweden were extracted using the grounded theory methodology to analyse expert input on the phenomenon of low BIM implementation in the wood construction industry in Sweden. Thirty-four barriers were identified. The analysis of this study also led to the development of a conceptual model that recommended solutions to overcome the barriers identified to help maximise BIM implementation within the wood construction industry. Identifying the main barriers affecting BIM implementation is essential to guide organisational decisions and drive policy, particularly for governments that are considering articulating regulations to expand BIM implementation.","2022-08","2024-10-21 12:55:49","2024-10-21 13:00:53","2024-10-21 12:55:49","1067","","8","12","","","An Empirical Analysis of Barriers to Building Information Modelling (BIM) Implementation in Wood Construction Projects","","","","","Multidisciplinary Digital Publishing Institute","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Number: 8","<div data-schema-version=""9""><p><span style=""background-color: #ffd40080"">The wood construction industry should focus on solving interoperability issues between BIM models and CNC machines. Efforts should be made to enhance the available libraries of wood objects, which will lead to creating more informative BIM models in wood projects. </span></p> <p>2. More research should be conducted to measure the return on investment in BIM at the level of projects and the organisation’s performance. Proof of the benefits of BIM for saving time and cost is needed to make it more appealing for investors to take the step. </p> <p><span style=""background-color: #ffd40080"">3. The industry needs to realise the benefits that BIM offers for decision makers to change their mindsets and accept the change. Accepting a BIM model as a legal project document in the contract might eliminate the need for producing 2D drawings in every project. </span></p> <p><span style=""background-color: #ffd40080"">4. There is a need for government efforts to standardise BIM implementation to overcome barriers related to data exchange and requirements and provide a clearer path for newcomers.</span></p> </div>","/home/dorten/Zotero/storage/C9JZEYTL/Gharaibeh et al. - 2022 - An Empirical Analysis of Barriers to Building Information Modelling (BIM) Implementation in Wood Con.pdf","","BIM challanges","building information modelling (BIM); wood construction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TUA7526T","webpage","2023","","BIM – a brief history. What is it and why should you consider it?","Industry Insider  – The World of Manufacturing","","","","https://industryinsider.eu/3d-designing-and-simulation/what-is-bim/","What is it and why should you consider it? BIM is a technology for creating and managing building projects using their virtual models. These virtual models help architects and engineers visualise the structure to identify potential design, construction or operational issues. The software enables the creation of detailed 3D models filled with data about the physical object. Designers, architects and contractors collaborate on these models, refining projects and resolving potential issues before construction begins, resulting in more efficient and error-free construction. The software is used by individuals and companies planning the construction and maintenance of a wide range of infrastructure, including water, electricity and gas utilities, roads, railways, bridges, ports and even tunnels.","2023-12-03","2024-10-18 12:22:03","2024-10-18 12:22:19","2024-10-18 12:22:03","","","","","","","","","","","","","","en-US","","","","","","","","","/home/dorten/Zotero/storage/4P99PZ97/what-is-bim.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5SCCM8JK","webpage","2017","LetsBuild","A history of BIM","Letsbuild","","","","https://www.letsbuild.com/blog/a-history-of-bim","For the last two years, everyone’s gushing about BIM in building and construction expos. It has been the buzzword and may seem new to many.","2017-03-21","2024-10-18 12:20:02","2024-10-18 12:21:21","2024-10-18 12:20:02","","","","","","","","","","","","","","en-US","","","","","","","","","/home/dorten/Zotero/storage/QK2LZU6V/a-history-of-bim.html","","BIM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DVYNV2PF","letter","","","","","","","","","","","2025-11-09 16:13:34","2025-11-09 16:13:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FG36JHXP","journalArticle","2018","Mulgaonkar, Yash; Makineni, Anurag; Guerrero-Bonilla, Luis; Kumar, Vijay","Robust Aerial Robot Swarms Without Collision Avoidance","IEEE Robotics and Automation Letters","","2377-3766","10.1109/LRA.2017.2775699","https://ieeexplore.ieee.org/document/8115305/","One of the main challenges in robot swarming arises from the need to design controllers that guarantee safety and motion planners that guarantee collision avoidance. This translates into sensors that measure proximity to neighbors and algorithms that scale exponentially with the number of robots. In many cases, these problems are solved very differently in nature, especially at smaller scales. The penalty due to collisions is small at these scales and sensors and controllers are not precise enough to guarantee collision-free trajectories. We explore a similar approach with small flying robots. We present a design that is capable of sustaining collisions, controllers that are able to recover from collisions, and simple motion planners that allow the robots to navigate without complete knowledge of the environment. We illustrate the potential of bioinspired swarms using simulations and experimental results.","2018-01","2025-11-09 16:14:44","2025-11-09 16:14:44","2025-11-09 16:14:44","596-603","","1","3","","","","","","","","","","","","","","","IEEE Xplore","","","","/home/dorten/Zotero/storage/7GVH8LZ4/Mulgaonkar et al. - 2018 - Robust Aerial Robot Swarms Without Collision Avoidance.pdf","","","Aerial systems; applications; Attitude control; biologically-inspired robots; Collision avoidance; field robots; Robot kinematics; Robot sensing systems; Robustness; Trajectory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S8QZAZE2","journalArticle","2020","Galimov, Musa; Fedorenko, Roman; Klimchik, Alexander","UAV Positioning Mechanisms in Landing Stations: Classification and Engineering Design Review","Sensors","","1424-8220","10.3390/s20133648","https://www.mdpi.com/1424-8220/20/13/3648","Landing platforms’ automation is aimed at servicing vertical take-off and landing UAVs between ﬂights and maintaining their airworthiness. Over the last few years, different designs for the landing platforms have been proposed. This shows a strong development and establishment of automatic landing platforms with UAV positioning devices on the landing site. Positioning and safe ﬁxation of the UAV are some of the main features of the landing platform, especially if it is mounted on a movable vehicle. This article focuses exclusively on the landing platform and its elements that provide the positioning of the UAV by affecting it during and after the landing. Both active devices and mechanisms and passive elements used for positioning are considered. This article, based on the review of recent patents and publications, gives the classiﬁcation of positioning approaches used in landing stations with the analysis of the required landing precision, as well as the pros and cons of each type of approach.","2020-06-29","2025-11-10 18:34:44","2025-11-10 18:34:44","2025-11-10 18:34:44","3648","","13","20","","Sensors","UAV Positioning Mechanisms in Landing Stations","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/dorten/Zotero/storage/WA3A8Y8A/Galimov et al. - 2020 - UAV Positioning Mechanisms in Landing Stations Classification and Engineering Design Review.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WS7P5UMY","journalArticle","","Þrastarson, Friðfinnur Már","Design of a Drone Docking System","","","","","","","","2025-11-10 18:36:58","2025-11-10 18:36:58","","","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/dorten/Zotero/storage/AJKYGIMB/Þrastarson - Design of a Drone Docking System.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WMT8A699","conferencePaper","2023","Hoang, Viet Duong; Kramberger, Aljaz; Ebeid, Emad","Adaptive and Fail-Safe Magnetic Gripper with Charging Function for Drones on Power Lines","2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","978-1-6654-9190-7","","10.1109/IROS55552.2023.10341434","https://ieeexplore.ieee.org/document/10341434/","Drone grasping on power lines for recharging is challenging since it requires the gripper to be lightweight, carried by a drone, and efficient for a firm grasp. A deep understanding of the power line nature and its magnetic characteristic helps ease such challenges and bring new knowledge to gripper design. In this work, a novel adaptive, lightweight, and fail-safe magnetic gripper with a recharging feature is presented. The gripper exploits the radiated magnetic field of the lines for charging and holding the drone and can easily detach from the line. The gripper design has been validated in the lab and on a quadcopter with a real power line.","2023-10-01","2025-11-10 18:40:32","2025-11-10 18:40:32","2025-11-10 18:40:32","4547-4554","","","","","","","","","","","IEEE","Detroit, MI, USA","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/home/dorten/Zotero/storage/8JD2QRWE/Hoang et al. - 2023 - Adaptive and Fail-Safe Magnetic Gripper with Charging Function for Drones on Power Lines.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","","","","","","","","","","","","","","",""
"W3G9BVC9","conferencePaper","2023","Stuhne, Dario; Vasiljević, Goran; Bogdan, Stjepan; Kovačić, Zdenko","Design and Validation of a Wireless Drone Docking Station","2023 International Conference on Unmanned Aircraft Systems (ICUAS)","979-8-3503-1037-5","","10.1109/ICUAS57906.2023.10156589","https://ieeexplore.ieee.org/document/10156589/","Drones are increasingly operating autonomously, and the need for extending drone power autonomy is rapidly increasing. One of the most promising solutions to extend drone power autonomy is the use of docking stations to support both landing and recharging of the drone. To this end, we introduce a novel wireless drone docking station with three commercial wireless charging modules. We have developed two independent units, both in mechanical and electrical aspects: the energy transmitting unit and the energy receiving unit. We have also studied the efficiency of wireless power transfer and demonstrated the advantages of connecting three receiver modules connected in series and parallel. We have achieved maximum output power of 96.5 W with a power transfer efficiency of 56.6% for the series connection of coils. Finally, we implemented the system in practice on a drone and tested both energy transfer and landing.","2023-06-06","2025-11-10 18:45:16","2025-11-10 18:45:16","2025-11-10 18:45:16","652-657","","","","","","","","","","","IEEE","Warsaw, Poland","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/home/dorten/Zotero/storage/6FILXG48/Stuhne et al. - 2023 - Design and Validation of a Wireless Drone Docking Station.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023 International Conference on Unmanned Aircraft Systems (ICUAS)","","","","","","","","","","","","","","",""
"YWDS2ZWA","videoRecording","2023","RoboWork","Combined Docking & Recharging for a Flexible Aerial / Legged Marsupial Autonomous System","","","","","https://www.youtube.com/watch?v=onirlj6xKE4","In this work we address the robust physical docking / release and concurrent recharging needs for a marsupial system comprising an autonomous Tiltrotor hybrid Micro Aerial Vehicle (the MiniHawk-VTOL), and a quadruped locomotion robot (the Boston Dynamics Spot®). Within persistent monitoring and emergency response situations over wide-spanning areas in-the-wild, such aerial / ground robot teams can offer swift situational awareness by performing rapid aerial scouting in back-to-back deployments. For this type of operational profile to be systematic and effective, team regrouping via landing & docking, and subsequently fast-recharging of the aerial robot onboard the ground one is a key requirement, while the marsu","2023-04-01","2025-11-10 18:51:24","2025-11-10 18:51:24","2025-11-10 18:51:24","","","","","","","","","","","","","","","","","","","YouTube","","","","","","","","","","","","","","","","","","","","","","","","","","","","3:00","","","","","","","","","","","","","","","","","","","","","","","","",""
"4AP3ULSG","conferencePaper","2023","Moore, Brandon; Carlson, Stephen J.; Arora, Prateek; Avlonitis, Eleni S.; Karakurt, Tolga; Feil-Seifer, David; Papachristos, Christos","Combined Docking-and-Recharging for a Flexible Aerial / Legged Marsupial Autonomous System","2023 IEEE Aerospace Conference","978-1-6654-9032-0","","10.1109/AERO55745.2023.10115727","https://ieeexplore.ieee.org/document/10115727/","In this work we address the flexible physical dockingand-release as well as recharging needs for a marsupial system comprising an autonomous tiltrotor hybrid Micro Aerial Vehicle and a high-end legged locomotion robot. Within persistent monitoring and emergency response situations, such aerial / ground robot teams can offer rapid situational awareness by taking off from the mobile ground robot and scouting a wide area from the sky. For this type of operational profile to retain its long-term effectiveness, regrouping via landing and docking of the aerial robot onboard the ground one is a key requirement. Moreover, onboard recharging is a necessity in order to perform systematic missions. We present a framework comprising: a novel landing mechanism with recharging capabilities embedded into its design, an external battery-based recharging extension for our previously developed power-harvesting Micro Aerial Vehicle module, as well as a strategy for the reliable landing and the docking-and-release between the two robots. We specifically address the need for this system to be ferried by a quadruped ground system while remaining reliable during aggressive legged locomotion when traversing harsh terrain. We present conclusive experimental validation studies by deploying our solution on a marsupial system comprising the MiniHawk micro tiltrotor and the Boston Dynamics Spot legged robot.","2023-03-04","2025-11-10 18:52:14","2025-11-10 18:52:14","2025-11-10 18:52:14","1-9","","","","","","","","","","","IEEE","Big Sky, MT, USA","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/home/dorten/Zotero/storage/GDPL3NYM/Moore et al. - 2023 - Combined Docking-and-Recharging for a Flexible Aerial  Legged Marsupial Autonomous System.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023 IEEE Aerospace Conference","","","","","","","","","","","","","","",""
"FRCKMQI5","journalArticle","2022","Cheng, Cheng; Li, Xiuxian; Xie, Lihua; Li, Li","Autonomous dynamic docking of UAV based on UWB-vision in GPS-denied environment","Journal of the Franklin Institute","","00160032","10.1016/j.jfranklin.2022.03.005","https://linkinghub.elsevier.com/retrieve/pii/S0016003222001569","","2022-05","2025-11-10 18:55:31","2025-11-10 18:55:31","2025-11-10 18:55:31","2788-2809","","7","359","","Journal of the Franklin Institute","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/dorten/Zotero/storage/B7MU57DH/Cheng et al. - 2022 - Autonomous dynamic docking of UAV based on UWB-vision in GPS-denied environment.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PFVCDUTI","journalArticle","2023","Nguyen, Phuoc Thuan; Westerlund, Tomi; Peña Queralta, Jorge","Vision-based safe autonomous UAV docking with panoramic sensors","Frontiers in Robotics and AI","","2296-9144","10.3389/frobt.2023.1223157","https://www.frontiersin.org/journals/robotics-and-ai/articles/10.3389/frobt.2023.1223157/full","The remarkable growth of unmanned aerial vehicles (UAVs) has also sparked concerns about safety measures during their missions. To advance towards safer autonomous aerial robots, this work presents a vision-based solution to ensuring safe autonomous UAV landings with minimal infrastructure. During docking maneuvers, UAVs pose a hazard to people in the vicinity. In this paper, we propose the use of a single omnidirectional panoramic camera pointing upwards from a landing pad to detect and estimate the position of people around the landing area. The images are processed in real-time in an embedded computer, which communicates with the onboard computer of approaching UAVs to transition between landing, hovering or emergency landing states. While landing, the ground camera also aids in finding an optimal position, which can be required in case of low-battery or when hovering is no longer possible. We use a YOLOv7-based object detection model and a XGBooxt model for localizing nearby people, and the open-source ROS and PX4 frameworks for communication, interfacing, and control of the UAV. We present both simulation and real-world indoor experimental results to show the efficiency of our methods.","2023-11-23","2025-11-10 18:56:13","2025-11-10 18:56:13","2025-11-10 18:56:13","","","","10","","Front. Robot. AI","","","","","","Frontiers","","English","","","","","Frontiers","","","","/home/dorten/Zotero/storage/A47KM9TV/Nguyen et al. - 2023 - Vision-based safe autonomous UAV docking with panoramic sensors.pdf","","","deep learning; object detection; Panoramic camera; Safe landing; unmanned aerial vehicle (UAV); Vision-based localization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25W2K5AM","preprint","2023","Zha, Jiaming; Wu, Xiangyu; Dimick, Ryan; Mueller, Mark W.","Design and control of a collision-resilient aerial vehicle with an icosahedron tensegrity structure","","","","10.48550/arXiv.2211.12045","http://arxiv.org/abs/2211.12045","We introduce collision-resilient aerial vehicles with icosahedron tensegrity structures, capable of surviving highspeed impacts and resuming operations post-collision. We present a model-based design approach, which guides the selection of the tensegrity components by predicting structural stresses through a dynamics simulation. Furthermore, we develop an autonomous re-orientation controller that facilitates post-collision flight resumption. The controller enables the vehicles to rotate from an arbitrary orientation on the ground for takeoff. With collision resilience and re-orientation ability, the tensegrity aerial vehicles can operate in cluttered environments without complex collision-avoidance strategies. These capabilities are validated by a test of an experimental vehicle operating autonomously in a previously-unknown forest environment.","2023-06-28","2025-12-01 08:57:10","2025-12-01 08:57:10","2025-12-01 08:57:10","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2211.12045 [cs]","Comment: 11 pages, 12 figures,this work has been submitted to the IEEE/ASME Transactions on Mechatronics for possible publication","/home/dorten/Zotero/storage/EW57GZ79/Zha et al. - 2023 - Design and control of a collision-resilient aerial vehicle with an icosahedron tensegrity structure.pdf","","","Computer Science - Robotics","","","","","","","","","","","","","","","","","","","arXiv:2211.12045","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9RG823LD","thesis","2021","Mahmud, Al","Development of Collision Resilient Drone for Flying in Cluttered Environment","","","","10.33915/etd.8022","https://researchrepository.wvu.edu/etd/8022","","2021-01-01","2025-12-01 09:01:20","2025-12-08 07:57:16","2025-12-01 09:01:20","","","","","","","","","","","","West Virginia University Libraries","","en","","MS","","","DOI.org (Crossref)","","","","/home/dorten/Zotero/storage/CQQG96HZ/Mahmud - 2021 - Development of Collision Resilient Drone for Flying in Cluttered Environment.pdf","","read","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N3SI28NN","conferencePaper","2021","Liu, Zhichao; Karydis, Konstantinos","Toward Impact-resilient Quadrotor Design, Collision Characterization and Recovery Control to Sustain Flight after Collisions","2021 IEEE International Conference on Robotics and Automation (ICRA)","978-1-7281-9077-8","","10.1109/ICRA48506.2021.9561089","https://ieeexplore.ieee.org/document/9561089/","Collision detection and recovery for aerial robots remain a challenge because of the limited space for sensors and local stability of the flight controller. We introduce a novel collision-resilient quadrotor that features a compliant arm design to enable free flight while allowing for one passive degree of freedom to absorb shocks. We further propose a novel collision detection and characterization method based on Hall sensors, as well as a new recovery control method to generate and track a smooth trajectory after a collision occurs. Experimental results demonstrate that the robot can detect and recover from high-speed collisions with various obstacles such as walls and poles. Moreover, it can survive collisions that are hard to detect with existing methods based on IMU data and contact models, for example, when colliding with unstructured surfaces, or being hit by a moving obstacle while hovering.","2021-05-30","2025-12-01 09:04:59","2025-12-01 09:04:59","2025-12-01 09:04:59","183-189","","","","","","","","","","","IEEE","Xi'an, China","en","https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html","","","","DOI.org (Crossref)","","","","/home/dorten/Zotero/storage/TJ6A92HG/Liu and Karydis - 2021 - Toward Impact-resilient Quadrotor Design, Collision Characterization and Recovery Control to Sustain.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021 IEEE International Conference on Robotics and Automation (ICRA)","","","","","","","","","","","","","","",""
"H7ECHHPC","journalArticle","2018",", Ryusuke Noda∗, Toshiyuki Nakata∗∗, Teruaki Ikeda∗∗, Di Chen∗∗, Yuma Yoshinaga∗∗, Kenta Ishibashi∗∗, Chen Rao∗∗, and Hao Liu∗∗","Development of Bio-Inspired Low-Noise Propeller for a Drone","Journal of Robotics and Mechatronics","","","","","","2018","2025-12-01 09:11:00","2025-12-01 09:12:27","","","","3","30","","","","","","","","","","","","","","","","","","","/home/dorten/Zotero/storage/3HX6FND2/Fujipress_JRM-30-3-2.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CKWP3VMT","journalArticle","2022","Tanaka, Saori; Asignacion, Abner; Nakata, Toshiyuki; Suzuki, Satoshi; Liu, Hao; Tanaka, Saori; Asignacion, Abner; Nakata, Toshiyuki; Suzuki, Satoshi; Liu, Hao","Review of Biomimetic Approaches for Drones","Drones","","2504-446X","10.3390/drones6110320","https://www.mdpi.com/2504-446X/6/11/320","The utilization of small unmanned aerial vehicles (SUAVs), commonly known as drones, has increased drastically in various industries in the past decad...","2022-10-26","2025-12-01 09:13:17","2025-12-01 09:13:17","2025-12-01 09:13:17","","","11","6","","","","","","","","publisher","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Company: Multidisciplinary Digital Publishing Institute Distributor: Multidisciplinary Digital Publishing Institute Institution: Multidisciplinary Digital Publishing Institute Label: Multidisciplinary Digital Publishing Institute","","/home/dorten/Zotero/storage/YBXLD26W/Tanaka et al. - 2022 - Review of Biomimetic Approaches for Drones.pdf","","","biodiversity; biomimetics; drone; small unmanned aerial vehicles (SUAV)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VGH8E6IY","webpage","","","Drone Propulsion Matching Guide: Motors, Props, ESCs & Batteries","LIGPOWER","","","","https://www.ligpower.com/blog/drone-propulsion-matching.html","Explore how to  match drone motors,props,ESCs,and batteries.Master key parameters,boost flight efficiency,and avoid common power system issues.","","2025-12-01 09:14:59","2025-12-01 09:14:59","2025-12-01 09:14:59","","","","","","","Drone Propulsion Matching Guide","","","","","","","en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
